x,y
179900.9357,331357.8199
179342.5731,330440.0948
180657.4269,332080.2844
179378.5965,330361.9905
181017.6608,332958.9573
178982.3392,330401.0427
179720.8187,330342.4645
180261.1696,332002.1801
179738.8304,332002.1801
179738.8304,331357.8199
180261.1696,331357.8199
180801.5205,332177.9147
180657.4269,332119.3365
179558.7135,330537.7251
180837.5439,332900.3791
179162.4561,330459.6209
180639.4152,331982.654
180981.6374,332998.0095
179018.3626,330361.9905
179342.5731,330479.1469
179162.4561,330420.5687
180621.4035,332002.1801
178802.2222,330498.673
179720.8187,331377.346
180279.1813,331377.346
180279.1813,331982.654
179702.807,330440.0948
179342.5731,330401.0427
179198.4795,330537.7251
180801.5205,332822.2749
179702.807,331279.7156
180297.193,332080.2844
180297.193,331279.7156
179558.7135,330342.4645
180819.5322,332197.4408
181197.7778,332978.4834
178802.2222,330381.5166
179918.9474,331377.346
180081.0526,331377.346
179918.9474,331982.654
180081.0526,331982.654
179540.7018,331162.5592
180459.2982,332197.4408
180297.193,332119.3365
180297.193,331240.6635
179702.807,331240.6635
180657.4269,332041.2322
179702.807,330479.1469
179522.6901,331260.1896
180477.3099,332099.8104
180099.0643,331162.5592
179900.9357,331162.5592
179198.4795,330342.4645
179522.6901,330459.6209
181161.7544,332822.2749
178838.2456,330537.7251
179558.7135,331377.346
180441.2865,331982.654
179162.4561,330498.673
180837.5439,332861.327
179522.6901,330420.5687
179702.807,330401.0427
179936.9591,330440.0948
179738.8304,331162.5592
180261.1696,331162.5592
180063.0409,331279.7156
179936.9591,331279.7156
179936.9591,332080.2844
180063.0409,332080.2844
179522.6901,331299.2417
180477.3099,332060.7583
179180.4678,330557.2512
180819.5322,332802.7488
178982.3392,330518.1991
181017.6608,332841.8009
180639.4152,332216.9668
179360.5848,331143.0332
179162.4561,330381.5166
179540.7018,330557.2512
179702.807,331318.7678
180297.193,331318.7678
180297.193,332041.2322
180063.0409,331240.6635
179936.9591,331240.6635
180657.4269,332158.3886
178838.2456,330342.4645
181161.7544,333017.5355
179720.8187,331143.0332
180279.1813,331143.0332
179378.5965,331162.5592
180621.4035,332197.4408
179936.9591,330479.1469
180063.0409,330479.1469
179900.9357,330557.2512
180099.0643,330557.2512
179522.6901,331221.1374
180477.3099,332138.8626
178982.3392,330361.9905
181017.6608,332998.0095
180999.6491,332783.2227
179000.3509,330576.7773
179918.9474,331143.0332
180081.0526,331143.0332
179882.924,331260.1896
180117.076,331260.1896
180117.076,332099.8104
179576.7251,330440.0948
179882.924,330459.6209
180423.2749,332080.2844
179576.7251,331279.7156
179360.5848,330576.7773
181179.7661,333037.0616
178820.2339,330322.9384
179738.8304,330557.2512
179342.5731,330518.1991
179522.6901,330498.673
179180.4678,330322.9384
179882.924,330420.5687
180063.0409,331318.7678
179936.9591,331318.7678
179936.9591,332041.2322
180063.0409,332041.2322
179720.8187,330576.7773
180423.2749,332119.3365
179576.7251,331240.6635
180297.193,331201.6114
179702.807,331201.6114
180297.193,332158.3886
180441.2865,332216.9668
179558.7135,331143.0332
179882.924,331299.2417
180117.076,331299.2417
179882.924,332060.7583
180117.076,332060.7583
179540.7018,330322.9384
179522.6901,330381.5166
179576.7251,330479.1469
179378.5965,330557.2512
180999.6491,333056.5877
179000.3509,330303.4123
179918.9474,330576.7773
180081.0526,330576.7773
179360.5848,330303.4123
179342.5731,330361.9905
179216.4912,330440.0948
179576.7251,330401.0427
180783.5088,332080.2844
180801.5205,332216.9668
179702.807,330518.1991
179882.924,331221.1374
180117.076,331221.1374
179720.8187,330303.4123
180837.5439,332177.9147
180477.3099,332021.7062
179522.6901,331338.2938
179558.7135,330576.7773
180783.5088,332119.3365
179738.8304,330322.9384
179018.3626,330557.2512
180981.6374,332802.7488
179576.7251,331318.7678
180423.2749,332041.2322
180063.0409,331201.6114
179936.9591,331201.6114
179054.386,330440.0948
180945.614,332919.9052
179000.3509,329854.3128
178802.2222,330342.4645
181197.7778,333017.5355
179000.3509,330693.9336
180999.6491,332666.0664
180639.4152,331943.6019
179216.4912,330479.1469
179756.8421,331260.1896
180243.1579,331260.1896
180243.1579,332099.8104
179414.6199,330440.0948
179882.924,330498.673
180117.076,330498.673
178946.3158,330440.0948
181053.6842,332919.9052
178856.2573,330440.0948
181143.7427,332919.9052
179360.5848,331025.8768
180639.4152,332334.1232
180585.3801,332080.2844
179000.3509,330186.2559
180999.6491,333173.7441
179756.8421,330459.6209
179360.5848,330693.9336
180657.4269,332002.1801
180999.6491,333134.6919
179000.3509,330225.3081
180639.4152,331865.4976
179540.7018,331396.872
180459.2982,331963.128
179720.8187,331416.3981
180279.1813,331416.3981
179720.8187,331943.6019
180279.1813,331943.6019
179702.807,330361.9905
179756.8421,330420.5687
179198.4795,330576.7773
180801.5205,332783.2227
179360.5848,330186.2559
179216.4912,330401.0427
179378.5965,330322.9384
179774.8538,330440.0948
180837.5439,332822.2749
179162.4561,330537.7251
179306.5497,330440.0948
179720.8187,331025.8768
179774.8538,331279.7156
180225.1462,332080.2844
180225.1462,331279.7156
179360.5848,330225.3081
180585.3801,332119.3365
179414.6199,331240.6635
180693.4503,332080.2844
179720.8187,330693.9336
179558.7135,330303.4123
180063.0409,330518.1991
179936.9591,330518.1991
180999.6491,332705.1185
179000.3509,330654.8815
179054.386,330479.1469
180945.614,332880.8531
180243.1579,331299.2417
180243.1579,332060.7583
179756.8421,331299.2417
180279.1813,331494.5024
180279.1813,331865.4976
179720.8187,331865.4976
179720.8187,331494.5024
179882.924,330381.5166
180639.4152,331826.4455
179900.9357,331963.128
179900.9357,331396.872
180099.0643,331963.128
180099.0643,331396.872
180081.0526,331943.6019
179918.9474,331943.6019
180081.0526,331416.3981
179918.9474,331416.3981
179000.3509,329893.3649
179414.6199,330479.1469
179360.5848,330654.8815
178856.2573,330479.1469
181143.7427,332880.8531
179720.8187,330225.3081
181053.6842,332880.8531
178946.3158,330479.1469
180225.1462,331240.6635
180225.1462,332119.3365
179774.8538,331240.6635
179864.9123,330440.0948
180783.5088,332041.2322
179576.7251,331201.6114
180423.2749,332158.3886
180693.4503,332119.3365
179918.9474,331025.8768
180081.0526,331025.8768
179864.9123,331279.7156
180135.0877,331279.7156
180135.0877,332080.2844
180945.614,332958.9573
179054.386,330401.0427
180279.1813,331533.5545
179720.8187,331533.5545
179720.8187,331826.4455
180279.1813,331826.4455
179666.7836,330440.0948
179360.5848,329893.3649
179918.9474,330693.9336
180081.0526,330693.9336
180639.4152,332256.019
179360.5848,331103.981
178784.2105,330440.0948
181215.7895,332919.9052
179666.7836,331279.7156
180333.2164,332080.2844
180333.2164,331279.7156
179918.9474,331865.4976
180081.0526,331865.4976
180081.0526,331494.5024
179918.9474,331494.5024
179522.6901,331182.0853
180477.3099,332177.9147
179000.3509,330615.8294
180999.6491,332744.1706
179018.3626,330322.9384
180981.6374,333037.0616
179720.8187,330654.8815
179504.6784,330440.0948
180225.1462,330479.1469
179774.8538,330479.1469
179360.5848,331064.9289
180639.4152,332295.0711
179414.6199,330401.0427
181143.7427,332958.9573
178856.2573,330401.0427
179198.4795,330303.4123
179000.3509,329815.2607
180855.5556,332919.9052
179144.4444,330440.0948
179738.8304,331963.128
180261.1696,331963.128
179738.8304,331396.872
180261.1696,331396.872
179504.6784,331279.7156
180495.3216,332080.2844
179306.5497,330479.1469
178946.3158,330401.0427
181053.6842,332958.9573
179702.807,331357.8199
180297.193,331357.8199
180297.193,332002.1801
179882.924,331338.2938
180117.076,331338.2938
179882.924,332021.7062
180117.076,332021.7062
180441.2865,331416.3981
179558.7135,331416.3981
180441.2865,331943.6019
180135.0877,332119.3365
180135.0877,331240.6635
179864.9123,331240.6635
179162.4561,330342.4645
179000.3509,330264.3602
180999.6491,333095.6398
179360.5848,330615.8294
179720.8187,331103.981
180279.1813,331103.981
179756.8421,331221.1374
180243.1579,331221.1374
180243.1579,332138.8626
179918.9474,331533.5545
180081.0526,331826.4455
180081.0526,331533.5545
179918.9474,331826.4455
180333.2164,332119.3365
179666.7836,331240.6635
180333.2164,331240.6635
180639.4152,332373.1754
179360.5848,330986.8246
179720.8187,331064.9289
179558.7135,331025.8768
179360.5848,330264.3602
179774.8538,330401.0427
180639.4152,331904.5498
179576.7251,330518.1991
179558.7135,330693.9336
180495.3216,332119.3365
179504.6784,331240.6635
179864.9123,330479.1469
180135.0877,330479.1469
179306.5497,330401.0427
180081.0526,330654.8815
179918.9474,330654.8815
180585.3801,332041.2322
180441.2865,331494.5024
180441.2865,331865.4976
179972.9825,330440.0948
180027.0175,330440.0948
179720.8187,330615.8294
179972.9825,332080.2844
180027.0175,332080.2844
180027.0175,331279.7156
179972.9825,331279.7156
179558.7135,330186.2559
179666.7836,330479.1469
180999.6491,332627.0142
179000.3509,330732.9858
178784.2105,330479.1469
179720.8187,330986.8246
179918.9474,331103.981
180081.0526,331103.981
179720.8187,330264.3602
180621.4035,331963.128
179558.7135,330225.3081
179504.6784,330479.1469
180243.1579,330498.673
179756.8421,330498.673
180279.1813,331455.4502
179720.8187,331455.4502
179720.8187,331904.5498
180279.1813,331904.5498
180783.5088,332158.3886
180855.5556,332880.8531
179144.4444,330479.1469
179918.9474,331064.9289
180081.0526,331064.9289
179864.9123,330401.0427
179522.6901,330537.7251
178838.2456,330303.4123
181161.7544,333056.5877
179774.8538,332041.2322
180225.1462,332041.2322
179774.8538,331318.7678
180225.1462,331318.7678
179360.5848,330732.9858
180603.3918,332099.8104
180441.2865,331826.4455
180441.2865,331533.5545
180693.4503,332041.2322
179918.9474,330615.8294
180081.0526,330615.8294
179972.9825,331240.6635
180027.0175,331240.6635
179396.6082,330459.6209
179666.7836,330401.0427
181215.7895,332958.9573
178784.2105,330401.0427
179558.7135,330654.8815
180801.5205,332334.1232
179198.4795,329854.3128
179504.6784,330401.0427
179936.9591,332002.1801
179936.9591,331357.8199
180063.0409,331357.8199
180063.0409,332002.1801
180081.0526,330986.8246
179918.9474,330986.8246
179198.4795,330693.9336
180801.5205,332666.0664
179144.4444,330401.0427
179396.6082,330420.5687
179918.9474,331904.5498
180081.0526,331904.5498
180081.0526,331455.4502
179918.9474,331455.4502
179576.7251,330361.9905
180441.2865,332256.019
179558.7135,331103.981
179720.8187,330732.9858
179864.9123,332041.2322
180135.0877,332041.2322
179864.9123,331318.7678
180135.0877,331318.7678
179342.5731,331162.5592
180657.4269,332197.4408
179972.9825,330479.1469
180027.0175,330479.1469
179000.3509,330147.2038
180999.6491,333212.7962
179198.4795,330186.2559
179756.8421,330381.5166
179612.7485,330440.0948
179558.7135,331064.9289
180441.2865,332295.0711
179216.4912,330518.1991
179198.4795,330225.3081
180387.2515,332080.2844
179612.7485,331279.7156
180603.3918,332060.7583
179666.7836,331318.7678
180333.2164,331318.7678
180333.2164,332041.2322
178982.3392,330557.2512
181017.6608,332802.7488
179360.5848,330147.2038
179504.6784,331318.7678
180495.3216,332041.2322
179558.7135,330615.8294
179414.6199,331201.6114
180585.3801,332158.3886
179522.6901,330342.4645
180117.076,331182.0853
179882.924,331182.0853
179918.9474,330732.9858
180081.0526,330732.9858
179558.7135,330986.8246
179558.7135,330264.3602
180801.5205,332705.1185
179198.4795,330654.8815
180441.2865,331904.5498
180441.2865,331455.4502
179612.7485,331240.6635
180387.2515,332119.3365
180801.5205,332256.019
178838.2456,329854.3128
179198.4795,329893.3649
180225.1462,331201.6114
179774.8538,331201.6114
180225.1462,332158.3886
180243.1579,332021.7062
179756.8421,331338.2938
179756.8421,332021.7062
180243.1579,331338.2938
180801.5205,332295.0711
179576.7251,331357.8199
180423.2749,332002.1801
180693.4503,332158.3886
180819.5322,332236.4929
179054.386,330518.1991
180945.614,332841.8009
181161.7544,333173.7441
178838.2456,330186.2559
179612.7485,330479.1469
179216.4912,330361.9905
180027.0175,331318.7678
180027.0175,332041.2322
179972.9825,331318.7678
179972.9825,332041.2322
179198.4795,330615.8294
180801.5205,332744.1706
178838.2456,330225.3081
181161.7544,333134.6919
179396.6082,331221.1374
180603.3918,332138.8626
181143.7427,332841.8009
178856.2573,330518.1991
179702.807,331162.5592
180297.193,331162.5592
179558.7135,330732.9858
179414.6199,330518.1991
179252.5146,330440.0948
179864.9123,331201.6114
180135.0877,331201.6114
178946.3158,330518.1991
181053.6842,332841.8009
179198.4795,330264.3602
179540.7018,331123.5071
180459.2982,332236.4929
180801.5205,332373.1754
180747.4854,332080.2844
180477.3099,331982.654
179882.924,330537.7251
180117.076,330537.7251
179342.5731,330557.2512
179612.7485,330401.0427
180837.5439,332216.9668
179666.7836,331201.6114
180333.2164,332158.3886
180333.2164,331201.6114
179504.6784,331201.6114
180495.3216,332158.3886
180225.1462,330518.1991
179774.8538,330518.1991
179720.8187,331787.3934
180279.1813,331787.3934
179720.8187,331572.6066
180279.1813,331572.6066
179396.6082,330498.673
179306.5497,330518.1991
178838.2456,329893.3649
181197.7778,333056.5877
178802.2222,330303.4123
179900.9357,331123.5071
180099.0643,331123.5071
178694.152,330361.9905
180747.4854,332119.3365
179054.386,330361.9905
180945.614,332998.0095
178982.3392,330322.9384
181017.6608,333037.0616
179000.3509,329932.4171
179558.7135,330147.2038
178856.2573,330361.9905
181143.7427,332998.0095
179612.7485,331318.7678
180387.2515,331318.7678
180387.2515,332041.2322
180801.5205,332627.0142
179198.4795,330732.9858
179864.9123,330518.1991
180135.0877,330518.1991
179414.6199,330361.9905
180963.6257,332900.3791
179036.3743,330459.6209
179252.5146,330479.1469
179918.9474,331787.3934
180081.0526,331787.3934
180081.0526,331572.6066
179918.9474,331572.6066
178946.3158,330361.9905
181053.6842,332998.0095
179936.9591,331162.5592
180063.0409,331162.5592
178838.2456,330264.3602
181161.7544,333095.6398
179360.5848,329932.4171
180837.5439,332783.2227
179162.4561,330576.7773
179504.6784,330518.1991
179396.6082,330381.5166
179972.9825,331201.6114
180027.0175,331201.6114
179666.7836,330518.1991
179036.3743,330420.5687
180963.6257,332939.4313
179738.8304,331123.5071
180261.1696,331123.5071
180855.5556,332958.9573
179144.4444,330518.1991
180855.5556,332841.8009
179774.8538,330361.9905
179702.807,330557.2512
181107.7193,332919.9052
178892.2807,330440.0948
179756.8421,331182.0853
180243.1579,331182.0853
179252.5146,330401.0427
179306.5497,330361.9905
180423.2749,331357.8199
179198.4795,330147.2038
180441.2865,331787.3934
180441.2865,331572.6066
179864.9123,330361.9905
179342.5731,330322.9384
179180.4678,330596.3033
180819.5322,332763.6967
180585.3801,332002.1801
179522.6901,331143.0332
180477.3099,332216.9668
178784.2105,330361.9905
181215.7895,332998.0095
179162.4561,330303.4123
180603.3918,332021.7062
180621.4035,332236.4929
179378.5965,331123.5071
180747.4854,332041.2322
179972.9825,330518.1991
180027.0175,330518.1991
179576.7251,331162.5592
180423.2749,332197.4408
179882.924,331982.654
179882.924,331377.346
180117.076,331982.654
180117.076,331377.346
179504.6784,330361.9905
179666.7836,330361.9905
179144.4444,330361.9905
178802.2222,330186.2559
181197.7778,333173.7441
180639.4152,332412.2275
179360.5848,330947.7725
180387.2515,332158.3886
179612.7485,331201.6114
179540.7018,330596.3033
178802.2222,330225.3081
181197.7778,333134.6919
180225.1462,331357.8199
179774.8538,331357.8199
180225.1462,332002.1801
179774.8538,332002.1801
181107.7193,332880.8531
178892.2807,330479.1469
180243.1579,330537.7251
179756.8421,330537.7251
179936.9591,330557.2512
180063.0409,330557.2512
180693.4503,332002.1801
178838.2456,330147.2038
181161.7544,333212.7962
179720.8187,330947.7725
179864.9123,332002.1801
180135.0877,332002.1801
180135.0877,331357.8199
179864.9123,331357.8199
180099.0643,330596.3033
179900.9357,330596.3033
179522.6901,330576.7773
181107.7193,332958.9573
178892.2807,330401.0427
179702.807,330322.9384
178802.2222,329893.3649
180783.5088,332197.4408
180495.3216,332002.1801
179612.7485,330518.1991
180963.6257,332861.327
179036.3743,330498.673
180333.2164,332002.1801
180333.2164,331357.8199
179666.7836,331357.8199
179918.9474,330947.7725
180081.0526,330947.7725
180999.6491,332587.9621
179000.3509,330772.0379
180837.5439,332334.1232
179162.4561,329854.3128
179756.8421,330342.4645
179198.4795,329815.2607
178802.2222,330264.3602
181197.7778,333095.6398
179162.4561,330693.9336
180837.5439,332666.0664
179738.8304,330596.3033
179576.7251,330557.2512
180747.4854,332158.3886
180657.4269,331963.128
179360.5848,330772.0379
179522.6901,330303.4123
179162.4561,330186.2559
179198.4795,329932.4171
179162.4561,330225.3081
180117.076,331143.0332
179882.924,331143.0332
179036.3743,330381.5166
180963.6257,332978.4834
180603.3918,332177.9147
179396.6082,331182.0853
178820.2339,330283.8863
181179.7661,333076.1137
179558.7135,330947.7725
179720.8187,330772.0379
179612.7485,330361.9905
179162.4561,330654.8815
180837.5439,332705.1185
180027.0175,332002.1801
179972.9825,332002.1801
179972.9825,331357.8199
180027.0175,331357.8199
180837.5439,332256.019
179756.8421,331377.346
180243.1579,331377.346
179756.8421,331982.654
180243.1579,331982.654
179180.4678,330283.8863
179378.5965,330596.3033
179414.6199,331162.5592
180585.3801,332197.4408
179252.5146,330518.1991
180477.3099,331943.6019
180837.5439,332295.0711
179216.4912,330557.2512
179162.4561,329893.3649
179162.4561,330615.8294
180837.5439,332744.1706
179540.7018,330283.8863
178838.2456,329932.4171
181161.7544,333427.5829
180081.0526,330772.0379
179918.9474,330772.0379
179882.924,330576.7773
180117.076,330576.7773
179702.807,331396.872
180297.193,331396.872
180297.193,331963.128
179162.4561,329815.2607
180225.1462,331162.5592
179774.8538,331162.5592
179000.3509,330108.1517
179162.4561,330264.3602
179396.6082,330537.7251
180801.5205,332412.2275
178748.1871,330440.0948
179522.6901,331025.8768
180477.3099,332334.1232
180693.4503,332197.4408
179576.7251,330322.9384
179612.7485,331357.8199
180387.2515,331357.8199
180387.2515,332002.1801
179522.6901,330693.9336
178802.2222,330147.2038
181197.7778,333212.7962
180837.5439,332373.1754
179360.5848,330108.1517
180477.3099,331494.5024
180477.3099,331865.4976
179864.9123,331162.5592
180135.0877,331162.5592
179252.5146,330361.9905
179018.3626,330596.3033
180981.6374,332763.6967
179522.6901,330186.2559
179558.7135,330772.0379
179522.6901,330225.3081
178856.2573,330557.2512
181143.7427,332802.7488
180945.614,332802.7488
179054.386,330557.2512
179504.6784,331162.5592
180495.3216,332197.4408
180855.5556,332197.4408
181107.7193,332841.8009
178892.2807,330518.1991
179666.7836,331162.5592
180333.2164,332197.4408
180477.3099,331533.5545
180477.3099,331826.4455
179414.6199,330557.2512
179936.9591,331963.128
180063.0409,331963.128
180063.0409,331396.872
179936.9591,331396.872
179522.6901,330654.8815
180837.5439,332627.0142
179162.4561,330732.9858
180477.3099,332256.019
179522.6901,331103.981
179396.6082,330342.4645
178946.3158,330557.2512
181053.6842,332802.7488
179738.8304,330283.8863
180243.1579,331143.0332
179756.8421,331143.0332
179216.4912,330322.9384
179522.6901,331064.9289
180477.3099,332295.0711
179198.4795,330772.0379
180801.5205,332587.9621
180747.4854,332002.1801
180225.1462,330557.2512
179774.8538,330557.2512
179522.6901,330615.8294
179882.924,331416.3981
180117.076,331416.3981
179882.924,331943.6019
180117.076,331943.6019
179306.5497,330557.2512
180027.0175,331162.5592
179972.9825,331162.5592
179162.4561,330147.2038
178748.1871,330401.0427
178892.2807,330361.9905
181107.7193,332998.0095
179522.6901,330264.3602
180477.3099,331904.5498
179864.9123,330557.2512
180135.0877,330557.2512
179522.6901,330986.8246
180603.3918,331982.654
180423.2749,331963.128
180423.2749,331396.872
179576.7251,331396.872
179378.5965,330283.8863
179756.8421,330576.7773
180243.1579,330576.7773
179558.7135,330108.1517
178802.2222,329932.4171
179882.924,331025.8768
180117.076,331025.8768
179504.6784,330557.2512
181143.7427,333037.0616
178856.2573,330322.9384
179144.4444,330557.2512
180855.5556,332802.7488
178694.152,330322.9384
179882.924,330693.9336
180117.076,330693.9336
179666.7836,330557.2512
179882.924,331865.4976
180117.076,331865.4976
179882.924,331494.5024
180117.076,331494.5024
180945.614,333037.0616
179054.386,330322.9384
179108.4211,330440.0948
180891.5789,332919.9052
179612.7485,331162.5592
180387.2515,332197.4408
179522.6901,330732.9858
179414.6199,330322.9384
180459.2982,331435.9242
180459.2982,331924.0758
180279.1813,331611.6588
180279.1813,331748.3412
179720.8187,331611.6588
179720.8187,331748.3412
178946.3158,330322.9384
181053.6842,333037.0616
179198.4795,330108.1517
179882.924,331826.4455
180117.076,331826.4455
180117.076,331533.5545
179882.924,331533.5545
179756.8421,330303.4123
180117.076,330654.8815
179882.924,330654.8815
180117.076,331103.981
179882.924,331103.981
179036.3743,330537.7251
180963.6257,332822.2749
180657.4269,332236.4929
179342.5731,331123.5071
179972.9825,330557.2512
180027.0175,330557.2512
179774.8538,330322.9384
179918.9474,331611.6588
179918.9474,331748.3412
180081.0526,331611.6588
180081.0526,331748.3412
179018.3626,330283.8863
180981.6374,333076.1137
180099.0643,331924.0758
179900.9357,331924.0758
180099.0643,331435.9242
179900.9357,331435.9242
179522.6901,330147.2038
179306.5497,330322.9384
180117.076,331064.9289
179882.924,331064.9289
179162.4561,329932.4171
179882.924,330615.8294
180117.076,330615.8294
180891.5789,332880.8531
179108.4211,330479.1469
180747.4854,332197.4408
181161.7544,333251.8483
178838.2456,330108.1517
178784.2105,330322.9384
181215.7895,333037.0616
179756.8421,331416.3981
180243.1579,331416.3981
180243.1579,331943.6019
179756.8421,331943.6019
180441.2865,331611.6588
180441.2865,331748.3412
179882.924,331904.5498
180117.076,331904.5498
179882.924,331455.4502
180117.076,331455.4502
179882.924,330986.8246
180117.076,330986.8246
179666.7836,330322.9384
179504.6784,330322.9384
179612.7485,330557.2512
179396.6082,331143.0332
180603.3918,332216.9668
179000.3509,329971.4692
179108.4211,330401.0427
180891.5789,332958.9573
179144.4444,330322.9384
180477.3099,331572.6066
180477.3099,331787.3934
179036.3743,330342.4645
180963.6257,333017.5355
179738.8304,331435.9242
180261.1696,331924.0758
180261.1696,331435.9242
179738.8304,331924.0758
179702.807,331123.5071
180297.193,331123.5071
179360.5848,329971.4692
179882.924,330732.9858
180117.076,330732.9858
181017.6608,332763.6967
178982.3392,330596.3033
180837.5439,332412.2275
180243.1579,331025.8768
179756.8421,331025.8768
180585.3801,331963.128
179756.8421,330693.9336
179756.8421,331494.5024
179756.8421,331865.4976
180243.1579,331865.4976
180243.1579,331494.5024
179396.6082,330576.7773
179252.5146,330557.2512
178748.1871,330361.9905
181251.8129,332998.0095
180225.1462,331396.872
179774.8538,331963.128
179774.8538,331396.872
180225.1462,331963.128
180693.4503,331963.128
180621.4035,331924.0758
179756.8421,331826.4455
180243.1579,331826.4455
179756.8421,331533.5545
180243.1579,331533.5545
179612.7485,330322.9384
179468.655,330440.0948
180243.1579,331103.981
179756.8421,331103.981
179756.8421,330654.8815
179936.9591,331123.5071
180063.0409,331123.5071
180135.0877,331963.128
179864.9123,331396.872
180135.0877,331396.872
179864.9123,331963.128
180531.345,332080.2844
179468.655,331279.7156
179162.4561,330772.0379
180837.5439,332587.9621
180333.2164,331963.128
180333.2164,331396.872
179666.7836,331396.872
181197.7778,333251.8483
178802.2222,330108.1517
179396.6082,330303.4123
179882.924,331572.6066
180117.076,331572.6066
180117.076,331787.3934
179882.924,331787.3934
179342.5731,330596.3033
179756.8421,331064.9289
